,subscribe
3530,0
42334,1
23964,0
20447,0
11780,0
11821,0
25466,0
11908,0
35290,0
15571,0
30196,0
6210,0
44888,1
40323,1
22891,0
26133,0
12224,0
3513,0
19166,0
6415,0
19620,0
38665,0
33864,0
13106,0
1612,0
36634,0
35785,0
13534,0
38881,0
8426,0
15197,0
27368,0
12025,0
30876,0
38054,0
28298,0
42767,1
14260,0
13665,0
39915,0
33878,0
5217,0
40844,0
30596,0
25695,0
21009,0
28330,0
24432,0
3908,0
602,0
38232,0
40124,1
25660,0
41406,0
32842,0
23811,0
14140,0
44182,0
29042,0
20093,0
21207,1
24226,0
41232,1
26556,0
35133,0
1755,0
25476,0
35686,0
29888,0
9088,0
21318,0
43226,1
35129,1
16317,0
3799,0
8566,0
26657,0
16566,0
32219,0
43296,1
24087,1
38433,0
40858,0
39113,0
38950,0
2377,1
20802,0
23479,0
20780,0
10712,0
41105,0
41777,0
37699,0
37255,0
28793,0
41021,1
33740,0
44277,0
20564,0
40696,1
9853,0
26983,0
15845,0
32923,0
25730,0
12392,0
9467,0
23385,0
17161,0
29046,0
14206,0
16152,0
8865,0
44442,1
31656,1
4282,0
32949,0
34889,0
21303,0
1345,0
27676,0
30503,0
9763,0
13679,0
27738,0
27938,0
10410,0
732,0
34636,0
14987,0
24920,0
3064,0
42862,1
1529,0
43312,0
6005,1
15271,0
9110,0
3398,0
44603,0
40188,0
15499,0
34512,0
2453,0
41047,1
20412,0
34511,0
21700,0
30395,0
42123,1
42879,0
1992,0
13522,0
34778,1
43468,1
10335,0
18928,0
23414,0
12749,0
39802,0
5751,0
42356,0
33662,0
22962,0
20072,0
204,0
1382,0
37417,0
23283,0
30928,0
23847,0
39968,1
38398,0
15502,0
11200,0
13024,0
19111,0
531,0
5335,0
14282,0
18492,0
24794,0
19555,0
24344,0
19366,0
38321,0
21879,0
264,0
33293,0
17584,0
19176,0
22258,0
31941,0
36068,0
1744,0
30074,0
43948,1
36789,0
12073,0
7287,0
38770,0
14935,0
29159,0
21837,0
21107,0
180,0
5629,0
23458,0
2229,0
20030,0
37185,0
29798,0
27092,0
29232,0
33701,0
21454,0
42827,0
6693,0
21889,0
17456,0
43898,1
21931,0
23059,0
4431,1
34018,1
35280,0
29509,0
26629,0
20419,0
25290,0
21867,0
26869,0
44293,0
10153,0
6670,0
28293,0
37673,1
8818,0
44279,1
41253,0
4379,0
30711,0
22062,0
10329,1
28388,0
1164,0
3444,0
8269,0
10724,0
9744,0
368,0
34444,0
8044,0
11599,0
17025,0
11123,0
22993,0
42993,1
33092,0
17943,0
43263,1
39781,0
31429,1
21809,0
11698,0
21996,1
10036,0
18570,0
4705,0
12437,0
33907,1
6950,0
36820,0
36725,0
7336,0
25907,0
10501,0
6733,0
27681,0
33601,0
23768,0
1073,0
14338,0
8936,0
23667,0
27125,0
11226,0
34585,0
5858,0
43281,1
37064,0
8385,0
24034,0
30384,0
18606,0
3158,0
26855,0
29386,0
3386,0
31486,0
14052,0
8703,0
1362,0
37083,0
28249,0
25069,0
40596,1
14148,0
28413,0
38399,0
29161,0
7661,0
6938,0
31096,1
24091,0
1119,0
23846,0
41355,0
10890,0
13234,0
18589,0
40927,0
42764,0
1340,1
1373,0
34895,0
21747,0
44826,1
7221,0
19683,1
9058,0
1163,0
16720,0
15720,1
17762,1
45087,0
43959,0
20555,0
32047,0
16163,0
23452,0
10743,0
7737,0
39190,0
12780,0
6228,0
7602,0
9500,0
34807,1
22544,0
8900,0
15633,0
10851,0
45085,1
14480,0
10798,0
9459,0
35034,0
26420,0
36140,0
42640,0
12521,0
34150,1
19616,0
2907,0
16143,0
25271,0
33294,0
30349,0
42173,1
33929,1
13986,1
31537,0
14897,0
12347,1
30925,0
9658,0
35604,0
9272,0
40929,0
7282,0
24196,0
14587,0
11125,0
22715,0
7248,0
35062,0
7207,0
34005,1
43041,1
265,0
28797,0
32153,0
12202,0
23561,0
11636,0
36812,0
17144,0
36827,0
29218,0
21021,1
1653,0
36591,0
42630,1
29588,0
9334,0
20242,0
33063,0
6694,0
9435,0
8835,0
12426,0
10655,0
43889,1
12432,0
42199,1
43724,0
3419,0
38187,0
25165,0
1645,0
2616,0
41490,1
43584,0
31929,0
43973,1
2922,0
4759,0
23946,0
18587,0
20654,0
13603,0
6775,0
7109,0
43200,0
3509,1
21486,0
11529,0
1557,0
33619,0
14070,0
34671,0
21888,0
23968,0
34579,0
34160,1
19669,1
37757,0
14872,0
5719,0
16020,0
44992,0
44517,1
19722,0
22211,0
12382,0
34515,0
28512,0
15884,0
13359,0
12494,0
17989,0
40616,1
1408,0
28732,0
29197,0
29829,0
2045,0
42575,1
1158,0
22179,0
3984,0
3629,0
42524,0
39298,0
1248,0
20236,1
21205,1
24457,0
27509,0
2430,0
34670,1
1629,0
43389,0
14855,0
25651,0
16330,0
43260,1
1785,0
44722,0
31923,0
5157,0
21796,0
19148,0
1660,0
5299,0
43836,0
16396,0
3572,0
23373,0
12370,0
5047,0
877,1
13949,0
30838,0
41559,1
7085,0
30587,0
16074,0
17603,0
42328,0
2309,0
41297,1
31612,0
3920,0
14920,0
13037,0
19700,0
22720,0
33098,0
25914,0
24348,0
22116,1
21610,0
35699,0
40231,1
27866,0
44112,0
13129,0
22505,0
31223,0
33680,0
15970,0
24491,0
6703,0
37898,0
5749,0
35331,0
32989,0
13055,0
11362,0
2627,0
10050,0
24691,0
14598,0
6509,0
39883,0
22856,0
17533,0
4477,0
208,0
32005,1
23734,0
30326,0
8557,0
44012,0
31024,0
12920,0
15949,0
34513,0
36201,0
15440,0
36594,0
5739,0
19987,0
43765,1
19836,0
22942,0
20634,0
14156,0
24092,1
11032,0
27266,0
16600,0
7771,0
16435,0
23694,0
6879,0
30487,0
38219,0
12173,0
4962,0
27717,0
40098,0
38060,0
24154,1
40892,0
23617,0
2269,0
8041,0
4656,0
12702,0
40671,0
40908,1
5969,0
43076,1
38677,0
8728,0
6079,0
28125,0
2111,0
7110,0
20706,0
36028,0
26695,0
23610,1
6433,0
25006,0
15840,0
38010,0
35529,0
33176,0
43395,0
35831,0
2305,0
7547,0
41353,1
25864,0
9640,0
31497,1
29413,0
37639,0
23492,0
41214,0
13928,0
21375,0
39266,0
7524,0
8172,0
2902,0
33618,0
27756,0
36354,0
14859,0
18531,1
6023,0
14019,0
26190,0
17300,0
32565,0
13225,0
13338,0
5238,0
29816,0
21124,0
30995,0
34199,1
1084,0
8191,0
15469,0
30091,1
23587,0
36658,0
14682,1
39900,0
44109,0
17395,0
20505,0
11318,0
30425,0
23517,0
28983,0
15448,0
4727,0
36588,0
14547,0
15700,0
18101,0
5006,0
16894,0
42619,0
25065,0
40581,0
15563,0
13147,0
22289,0
29407,0
1194,0
4175,0
816,0
1205,0
45002,1
41820,0
23891,0
3960,0
42559,1
9437,0
2370,0
35565,0
4243,0
33060,0
39124,0
21866,0
21951,0
15368,0
38598,0
8009,0
33919,1
17022,0
43918,0
40239,0
7758,0
19298,0
23859,0
40490,1
41159,1
8729,0
38263,0
36582,0
14245,0
24878,0
36779,0
39071,0
22744,0
20200,0
9805,0
13748,0
24365,0
32197,0
16284,0
25780,0
37648,0
5597,0
9256,0
14496,0
44899,0
31937,0
12605,0
24378,0
4261,0
43149,1
20661,0
27157,0
32346,0
7817,0
19678,0
13560,0
28445,0
43103,1
8686,0
16019,0
36094,0
10207,0
19551,0
27477,0
23524,0
1617,0
7390,0
25413,0
15334,0
27799,0
37458,0
31535,0
39390,1
14733,0
18136,0
44785,0
33316,0
41834,1
31284,0
37505,0
21553,0
40148,0
6127,0
11638,0
33075,0
24661,0
7211,0
38214,0
28242,0
42916,0
14418,0
29583,0
34533,0
7402,0
29093,0
42935,1
37620,0
39328,0
39151,0
32524,0
4543,0
16979,0
20235,0
42517,0
1069,0
17999,0
42488,0
28232,0
100,0
2371,0
33349,0
7262,0
26553,0
9966,0
11798,0
43662,0
22656,0
30652,0
7540,0
13088,0
37261,0
9248,0
44372,0
28431,0
36844,1
17354,0
17454,0
41864,0
21966,0
4718,0
38455,0
19209,0
15543,0
33586,0
38989,0
42035,1
25661,1
15148,0
30415,0
17239,0
33756,1
20571,0
25260,0
8063,0
7314,0
41572,1
15061,0
26613,0
34466,1
14724,1
14516,0
33357,0
23209,0
2575,0
2966,0
40469,0
26078,0
33073,0
33776,1
16165,0
41748,0
983,0
28433,0
29431,0
18870,0
14720,0
37861,0
27785,0
38417,1
5345,0
7031,0
33229,1
22776,0
15120,1
25869,0
6304,0
480,0
21325,1
43331,1
21232,0
35546,0
573,0
29826,0
20119,0
9571,0
8659,0
9677,0
29464,1
9140,0
4366,0
8407,0
12334,0
17732,0
18699,0
32111,1
1018,0
16846,0
4863,0
33430,1
38003,0
3900,0
3610,0
6084,0
23466,0
8640,0
13352,0
16454,1
14754,0
1121,0
2935,0
3589,0
8038,0
4653,0
12509,0
14276,0
39849,1
18783,0
4493,0
17531,0
43960,0
35581,0
38500,0
6648,0
39764,0
29137,0
8997,0
14292,0
21709,0
38363,1
28460,0
42962,1
7823,0
18659,0
31388,0
43252,1
30987,0
34939,0
12680,0
34931,0
31353,0
18281,0
20689,0
30900,0
15531,0
8050,0
11247,0
26423,0
28336,0
28609,0
2910,0
18218,0
44633,0
14345,0
19299,0
30707,0
35703,0
15317,0
39199,0
2737,0
11335,1
29924,0
1693,0
21972,0
19757,1
17927,0
21195,0
4704,0
37640,0
34592,0
1562,0
41657,0
28726,0
840,0
41966,0
88,0
28412,0
29838,0
23084,0
4698,0
35125,0
12772,0
18119,0
18188,0
31215,0
36832,0
29067,0
13114,0
4147,0
39552,1
23559,0
7755,0
7367,0
37377,1
23240,0
18514,0
3565,0
11151,0
37524,0
1666,0
14008,0
28489,0
12539,0
5434,0
31168,0
25063,0
21012,0
7857,0
26510,0
36131,0
37847,0
15715,0
36153,0
42247,0
9412,0
25734,0
10027,0
13759,1
19881,0
19817,0
41529,1
11414,0
26877,0
9659,0
12775,0
8405,0
28155,0
4481,0
20694,0
41733,0
24562,0
6970,0
24325,0
21213,0
35016,0
44567,1
24164,0
34477,0
35689,0
5817,0
37390,1
10813,0
36921,0
12366,0
1101,0
38596,0
23962,0
44379,0
36934,0
41408,0
5419,0
4573,0
44432,1
21993,0
43652,1
34527,0
31356,1
3774,0
42834,1
38875,0
29291,1
33395,0
8758,0
1626,0
16306,0
21279,0
43417,1
22646,0
14024,0
6900,0
3686,0
637,0
6868,0
29617,0
43901,0
42096,0
2864,0
18390,0
33196,0
4052,0
4479,0
28185,0
36978,0
11692,0
9337,0
13385,0
17035,0
15798,0
20039,0
29689,0
32575,0
35712,0
2114,0
28731,0
14821,0
37764,0
14050,0
36318,0
16988,0
7718,0
28581,0
38622,0
43586,0
31807,1
13767,0
3256,0
39920,1
33371,0
3673,0
40445,0
31447,1
43359,0
12042,0
35629,0
37126,0
40187,0
2651,0
19330,0
35560,0
13667,0
10892,0
6974,0
38889,1
31542,0
20206,0
38323,0
26122,0
689,0
40206,0
34644,0
34335,1
26958,0
16492,0
25235,1
27883,0
11649,0
43,0
7173,0
39695,0
29574,0
6878,0
24004,0
16929,0
7815,0
31273,0
17617,0
15492,0
3464,0
16497,1
43144,1
3214,1
36528,0
30321,0
9037,0
36571,0
13424,0
29501,1
12207,0
21419,0
12519,0
3368,0
15146,0
7195,0
11413,0
6565,0
28694,0
31964,1
25405,0
36388,0
43074,1
37588,0
9185,0
18003,0
45120,1
3708,1
33351,0
13770,0
30570,0
42699,1
35344,0
36869,0
2181,0
40183,1
29568,0
7666,1
42260,0
22773,0
31536,1
3325,0
16872,0
28213,0
42740,0
22868,0
12698,0
23272,0
705,0
35428,0
19268,0
42174,1
21550,0
19809,0
20638,1
10006,0
9501,0
43887,0
15238,1
16351,0
8028,0
36052,0
33358,0
13719,0
16882,0
28246,0
23571,0
20007,0
33188,0
34208,1
32749,0
23910,0
16980,0
33795,1
14030,0
3907,0
37741,0
10612,0
5352,0
15478,0
24770,0
709,0
15136,0
22854,0
377,0
28572,0
41415,0
12701,0
12508,0
10711,0
44119,0
31387,0
22766,0
27699,0
40942,1
40387,0
14486,0
10637,0
25898,0
25954,0
6179,0
41874,0
930,0
8909,0
1811,0
35451,0
1741,0
2728,0
43084,1
43936,1
1830,0
16721,0
29018,0
3979,0
30381,0
30607,0
1363,0
41080,1
283,0
14343,0
3723,0
17627,0
12349,0
28203,0
22557,0
1466,0
9858,0
4011,0
2946,0
28532,0
32500,0
34521,0
39889,1
34369,0
38236,0
29312,0
14056,0
2555,0
20406,0
37798,0
35595,0
1043,0
3714,1
25182,0
15895,0
39369,1
38117,0
18421,0
20846,0
23245,0
40545,0
22114,0
5797,0
44925,0
32588,0
24822,0
40373,1
26703,0
33644,0
22209,0
7352,0
13216,0
17752,0
20047,0
35807,0
10152,0
21916,0
5363,0
25267,0
16379,0
5069,0
16899,0
1735,0
11390,0
15791,0
13718,0
17849,0
16841,1
18901,0
11260,0
13334,0
19486,0
3704,0
8891,0
22688,0
32265,1
2434,0
38390,0
31933,0
7932,0
37400,0
16218,0
35089,0
7149,0
15405,0
37998,0
18083,0
37495,0
34783,0
35279,0
4580,0
1170,0
1978,0
34769,0
13372,0
17577,0
9907,0
26546,0
23446,0
23786,0
22516,0
4590,0
35473,0
40510,0
18069,0
34133,0
39798,0
37298,0
8141,0
22978,0
7837,0
63,0
39751,0
20224,0
7123,1
35063,0
26056,0
18333,0
16142,0
3734,0
43604,0
42236,0
16297,0
43054,1
5525,0
43242,1
35793,0
3390,0
7458,0
24831,0
1153,0
26454,0
21194,0
6990,0
30096,0
18655,0
7400,0
18790,0
18221,0
27217,0
36764,0
29341,0
4294,0
15822,0
812,0
15708,0
41970,0
43545,0
15846,0
21307,0
24705,0
4222,0
43610,1
37850,0
6558,0
4130,0
11097,0
41564,0
22756,0
28197,1
26836,0
39783,0
7245,0
11674,0
43045,0
7793,0
7812,0
9380,1
10263,0
19365,0
24960,0
31046,1
31669,0
36047,0
1108,0
6205,0
200,0
43445,0
31903,1
28176,0
1669,0
22632,0
43065,1
26318,0
32419,0
26612,0
44134,0
44624,1
17033,0
4461,0
9623,0
21270,0
23634,0
7735,0
22653,0
28618,0
5967,0
24727,0
26347,0
17840,0
11601,0
6849,0
29330,0
32149,0
41365,1
30549,0
40736,0
15587,0
38408,0
30612,0
2875,0
1946,0
45079,1
40681,1
36184,0
35681,0
33962,1
20851,0
32190,0
5720,0
13524,0
32878,0
38436,0
619,0
4765,1
10693,0
10912,0
39077,0
13991,0
33545,0
15974,0
23990,0
4773,0
35024,0
14594,0
7515,0
38743,0
8400,0
28640,0
31458,0
6041,0
18519,0
18954,0
33797,0
38672,0
39372,0
15324,0
42929,0
6146,0
32920,0
16713,0
20021,0
12170,0
2046,0
10610,0
7703,0
4786,0
34340,0
22464,0
10046,0
15082,0
35525,0
22115,0
957,0
41746,0
15366,1
23323,0
14693,0
15957,0
32725,0
40484,0
11629,0
18719,0
39048,0
26234,0
27836,0
3209,0
31983,0
11927,0
12752,0
41390,1
1909,0
16965,0
19269,0
33282,0
37991,0
16862,0
33945,0
14664,0
21534,0
7747,0
13099,0
40276,1
23204,1
2275,0
12586,0
15142,0
30198,0
41648,1
38056,0
24141,1
38306,0
14617,0
39709,0
28053,0
35258,0
21769,0
31676,0
18741,0
39051,0
4561,0
3102,0
1323,0
40287,0
24240,0
8034,1
22719,0
40424,0
24011,0
25913,0
30507,0
1401,0
22086,0
21525,0
15750,0
23779,0
42615,0
26805,0
20796,0
36889,1
5763,0
2127,0
28831,0
41793,1
1086,0
38842,0
14432,0
27308,0
44636,0
25395,0
16044,0
21531,0
41694,0
31481,0
35308,0
33931,1
24426,0
43269,1
18214,0
8047,0
1928,0
1293,0
7434,0
10356,0
34961,0
5646,0
1479,0
10446,0
27511,0
597,0
41372,0
24709,1
21228,0
15794,1
35219,0
31012,0
4468,0
37349,1
3081,0
9263,0
10321,0
8643,0
9196,0
24101,0
3179,0
1258,0
43414,0
42988,1
30298,0
18341,0
32478,0
40164,0
15441,0
14873,0
5722,0
21735,0
31261,1
33978,0
10646,0
30481,1
22405,0
22687,1
10590,0
20838,0
27729,0
17785,0
34137,0
9217,0
38559,0
31788,0
2690,0
23451,0
36741,0
30345,0
37591,0
44390,1
30554,0
5372,0
361,0
17123,0
18777,0
12238,0
27201,0
21400,0
29331,1
940,0
21407,0
32152,1
41578,1
33753,1
16027,0
21631,0
8639,0
23147,0
42298,0
14781,0
25007,0
2639,0
38407,0
35856,0
38892,0
1806,1
15201,0
37136,0
43529,0
18854,0
21043,0
33727,0
1678,0
13373,0
10918,0
31462,0
17350,0
26876,0
29655,0
10276,0
33501,0
14099,0
25275,0
33994,1
24038,1
40650,1
23333,0
1228,0
44402,0
5934,0
2282,0
36399,0
4878,0
36146,0
25222,0
25161,0
4647,0
29449,1
4511,0
18861,0
21237,0
41541,0
5081,0
23481,0
23108,0
37357,1
38685,0
43654,0
21539,0
921,0
2126,0
13828,0
32067,0
11610,0
41068,1
31308,0
32361,0
4213,0
21614,0
17320,0
43225,0
45011,1
31087,0
10224,0
26097,0
2328,1
39944,0
21911,0
9270,0
3997,0
4926,0
4323,0
35479,0
3287,0
534,0
10014,0
8626,0
26084,0
8492,0
3694,0
35920,0
2221,0
34590,0
16401,0
1587,0
8693,0
11344,0
906,0
36596,0
40982,1
8348,0
4316,0
44010,1
14739,0
29223,0
19307,0
34638,1
32915,0
10104,0
30379,0
28342,0
15444,0
35582,0
16714,0
25245,0
40774,0
14975,0
33123,0
30318,0
34825,0
7976,0
15879,0
2739,0
30564,0
8718,1
23832,0
18260,0
37131,0
22955,0
33630,0
29737,0
41049,0
13905,0
27069,0
8932,0
22370,0
23738,0
31159,0
15037,0
713,0
19395,0
3512,0
12434,0
27216,0
15671,0
10894,0
5897,0
20578,0
34002,0
27065,0
35950,0
44355,0
38663,0
5002,0
22917,0
24028,0
40363,1
44597,0
4127,0
30478,0
7392,0
14780,0
12640,0
20245,1
31796,0
10277,0
24536,0
15799,0
19872,0
8539,0
35014,0
5638,0
30434,0
32875,0
23507,0
4352,0
7134,0
29200,0
41807,0
8389,0
15333,0
29881,0
22899,0
10211,0
28753,0
34172,1
12587,0
2035,0
4710,0
5975,0
40218,1
5050,0
8553,0
5263,0
36663,0
24892,0
7317,0
41809,1
35866,0
38271,1
6296,0
1456,0
30804,0
12648,0
29956,0
22992,0
45163,0
9315,0
4049,0
36667,0
32097,0
22339,0
8422,0
28657,0
4847,0
11129,0
33771,0
32459,0
14824,0
42189,1
40924,0
11914,0
24726,0
37465,0
40235,0
14113,0
409,0
1169,0
17723,0
13051,0
14393,0
1637,0
23490,0
44985,0
33106,0
15707,0
9546,0
16271,0
23400,0
32382,0
1440,0
41001,0
37966,0
6927,0
32598,0
6152,0
36590,0
28207,0
31533,0
27094,0
10840,0
35001,0
37473,0
33480,0
10413,0
5413,0
28611,0
9509,0
40103,1
34267,0
12184,0
14765,0
7132,0
29754,0
1854,0
11077,0
17888,0
37661,0
43799,1
14477,0
36498,0
27036,1
25319,0
22376,0
12925,0
15187,0
20138,0
28481,0
25527,0
44832,0
10770,0
28875,0
35302,0
21483,0
20981,0
5587,0
30197,0
570,0
32283,0
27520,0
34200,1
34472,0
5985,0
35694,0
21756,0
16606,0
23940,0
38567,0
26702,0
4949,0
31556,1
14304,0
26111,0
66,0
4746,0
36376,0
29854,0
32175,0
44448,1
34480,0
15988,0
32106,1
36418,0
29792,1
35877,0
26790,0
20034,0
35568,0
39568,0
6486,0
6738,0
21090,0
8773,0
44474,1
3478,0
43897,1
27865,0
30768,0
39442,0
14526,0
40959,0
32322,0
12321,0
20421,0
13267,0
5060,0
40344,1
21100,0
24775,0
14760,1
7914,1
2368,0
10463,0
34992,0
22500,0
28082,0
10319,0
10360,0
7662,0
36726,1
24388,0
16303,0
25716,0
8306,0
33605,0
9601,0
15315,0
30691,0
36854,0
11201,0
35103,0
3959,0
7457,1
5236,1
33194,0
12634,0
38037,0
11884,0
571,0
20935,1
2005,0
7641,0
39984,1
37435,0
39826,1
26842,0
25150,0
34427,0
5994,0
27040,0
34651,0
29882,1
36881,0
43865,0
15704,0
12756,0
33884,1
26021,0
226,0
14233,0
17390,0
12822,0
34305,0
41135,1
32275,0
2768,0
17839,0
19566,0
2648,0
12826,0
12454,0
11276,0
14581,0
3027,0
35574,0
39715,0
31786,0
18615,0
32515,0
32835,0
3916,0
9977,0
4728,0
41610,1
9931,0
44166,0
5173,0
38352,0
31800,0
41633,0
38897,0
19723,0
44229,1
20966,0
15615,0
29810,0
16832,0
37628,0
9333,0
521,0
24111,1
24771,1
6202,0
20580,0
9036,0
38530,0
22174,0
12791,0
24998,1
8223,0
7209,0
224,0
42341,0
29203,0
29168,0
4117,0
39956,0
17391,0
12529,0
35827,0
20401,0
43729,0
25777,0
30914,0
25249,0
22497,0
12493,0
43188,1
42024,0
11577,0
13211,0
34184,1
17071,0
42668,1
29410,0
45186,0
28333,0
20718,0
1418,0
12639,0
12572,0
29702,0
8095,0
44124,1
16811,1
2142,0
30960,0
19886,1
28205,0
29677,0
12813,0
13305,0
31549,0
39147,0
14674,0
41398,0
134,0
25061,0
1157,0
27480,0
99,0
1875,0
45030,0
42543,0
21984,0
37918,0
29564,0
15889,0
5361,0
11640,0
5130,0
8547,0
22785,0
18479,0
22843,0
34875,0
27881,0
44306,1
21456,0
40091,0
30620,0
14529,0
20710,0
3383,0
8523,0
28778,0
43122,1
6158,0
45031,1
37613,0
37105,0
38442,0
18088,0
29633,1
94,0
15836,0
11111,0
29441,0
44205,1
30266,0
43118,0
19173,0
5757,0
9512,0
36226,0
33718,1
44429,1
33538,0
12753,1
22226,0
36422,0
26800,0
43999,0
5470,1
9670,0
28319,0
45161,0
31539,0
16231,0
22820,0
13771,0
31006,1
22369,0
3069,0
15379,0
22438,0
33323,0
7115,0
31511,0
12815,0
36623,0
4326,1
18599,0
43866,0
11022,0
21256,0
22218,0
28990,0
2354,0
9424,0
14353,1
22493,0
12922,0
32997,0
1977,0
41239,0
34704,0
40754,0
4945,0
32499,0
31205,0
28209,0
37736,0
6635,0
11926,0
19435,0
15697,0
14098,0
7974,0
41240,1
13911,0
43792,1
15427,0
39806,0
22468,0
27399,0
22294,0
26990,0
17452,0
34007,1
11444,0
27917,0
36410,0
11329,0
37872,0
12793,0
947,0
36683,0
33993,0
27471,0
14671,0
9013,0
14508,0
7143,0
1994,0
16327,0
14705,0
32203,0
7351,0
23300,0
45006,1
18122,0
13050,0
15998,0
16059,0
21835,0
35814,1
22918,0
9234,0
43903,0
21261,0
28752,0
12526,0
29797,0
39022,0
19653,0
11405,0
23939,0
33784,0
42077,0
21727,0
11878,0
13850,0
1314,0
17485,0
33041,0
41136,0
35914,0
31127,1
3259,0
43718,0
42218,0
33492,0
4137,0
29062,0
23642,0
20351,0
15601,0
12486,0
32258,0
8227,0
10599,0
5255,0
16660,0
32604,0
23688,0
43100,0
37725,0
14324,0
40852,0
39090,0
10916,0
24682,0
40502,1
18504,0
395,0
35836,1
26375,0
29768,0
28095,1
17427,0
17941,0
4002,0
31146,1
24497,0
17351,0
14437,0
21293,0
24142,0
28292,0
2826,0
27358,0
4685,0
27129,0
38893,0
30970,0
1599,0
22771,0
42526,1
1175,0
20607,0
39759,0
44059,0
29750,0
35184,0
42911,0
13744,0
27,0
11027,0
43458,1
34049,0
39240,0
2810,0
14905,1
21129,0
33636,0
12231,0
3013,0
17821,0
821,0
16932,0
23068,0
15820,0
29922,0
30983,0
33695,0
34176,1
5522,0
11673,0
33192,0
20844,0
39359,0
42662,0
32115,0
34983,0
41012,0
21582,0
40549,0
7373,0
17916,0
32767,0
25956,0
28206,0
31349,0
22060,0
6835,0
14968,0
15898,0
31873,0
36823,0
38287,0
7051,0
33669,0
44764,0
27807,0
21499,0
44046,1
43780,1
7589,0
29146,0
29781,0
33292,0
10051,0
21487,0
32307,0
36212,0
27813,0
2683,0
13992,0
6036,0
9212,0
166,0
20159,0
32607,0
17266,0
5445,0
8898,0
11725,1
29621,0
7057,0
27202,0
23731,0
31774,0
2549,0
5895,0
12942,0
35615,0
4120,0
40832,0
3598,0
39229,0
24398,0
13927,1
37065,0
8889,1
41682,1
32102,0
7985,0
775,0
21761,0
28466,0
39517,1
25408,0
8192,0
3273,0
32538,0
21856,0
21701,0
21913,0
13947,0
34368,0
12568,0
44776,0
30026,0
10347,0
35758,0
6740,0
12638,0
10405,0
43682,1
110,0
34469,0
8513,0
4706,0
6543,0
6991,0
42087,1
11622,1
35107,0
39197,0
44118,0
43514,0
2187,0
32816,0
20137,0
37076,0
26161,0
36937,0
15480,0
21850,0
44658,0
31022,1
25074,0
40711,0
18470,0
8392,1
44575,1
16896,0
21593,0
24229,0
15891,0
23641,0
37922,0
43482,1
27145,0
3078,0
10975,0
3379,0
33522,0
40084,1
35335,0
6440,0
9163,0
39444,0
21702,0
37122,0
42162,0
5527,0
8860,0
36874,0
41847,1
5331,0
28622,0
37201,0
8146,0
21908,0
1585,0
11046,0
2830,0
20212,0
22287,0
3654,0
43483,1
7166,0
10833,0
20466,0
38418,1
22018,0
3772,0
23415,0
10788,0
37288,0
30969,0
16031,0
19167,0
32856,0
44159,1
24986,0
1460,0
11383,0
8409,0
15255,0
29445,0
39095,0
13471,0
21645,0
10592,0
40155,0
5933,0
1273,1
27789,0
1789,0
33088,0
30690,0
23794,0
12566,0
7298,0
30936,0
42577,0
18856,0
9692,0
26808,0
40185,1
36277,0
33287,0
27472,0
29733,0
11866,0
44601,0
44,0
32795,0
33178,0
31739,0
33632,0
21541,0
19033,0
33359,0
22146,0
9009,0
44467,0
5633,0
20205,0
36801,1
4901,0
19740,0
15568,0
16726,0
24533,0
42148,0
42370,1
11560,0
33288,1
4315,0
26000,0
28944,0
34390,0
42386,1
28052,0
27163,0
15029,0
15216,0
2245,0
13980,0
29205,0
13320,0
10374,0
2148,0
26107,0
13585,0
31731,0
9031,0
43175,1
44036,0
27365,0
36113,0
43869,0
37333,0
43516,1
38157,0
10479,0
15670,0
38468,1
8896,0
14540,0
16801,0
36252,0
885,0
30470,0
19661,0
9787,0
18919,1
1309,0
43073,1
6981,0
40495,1
12264,0
2329,0
8880,0
35078,1
4376,0
17307,0
36794,0
39134,0
557,0
43923,1
8201,0
22807,0
31456,0
43319,1
17842,0
19965,0
15985,0
30283,0
25135,0
8451,0
33578,0
27539,0
19835,0
7705,0
28478,0
43938,1
10416,1
39309,0
24852,0
32942,0
39411,0
39540,0
12747,0
5540,0
30004,0
17672,0
4961,0
18322,0
29297,0
14262,0
6809,0
39100,0
16272,0
781,0
302,0
21283,0
11491,0
15809,0
23339,0
38813,0
12292,0
8881,0
11611,0
24516,0
32329,0
244,0
7954,0
977,0
11652,0
38020,0
13615,0
9815,0
2369,0
23944,0
43524,1
40803,0
44145,0
39102,0
18283,0
22453,0
6260,0
30786,0
19587,0
4833,0
12987,0
10699,0
28937,0
45192,1
20114,0
24490,0
14863,0
7579,0
37948,0
17628,0
34300,0
3007,0
10527,0
40491,0
10856,0
7159,0
11379,0
38013,0
41984,0
18652,0
3844,0
4378,0
677,0
18300,0
43479,1
849,1
6222,0
12929,0
44557,1
604,0
7442,0
8153,0
31410,0
28500,0
16987,0
15456,0
20942,0
10658,0
701,0
2629,0
15529,1
26850,0
32817,1
4950,0
41614,1
34633,0
7483,0
1711,0
2359,0
21572,0
12502,0
23739,0
43501,1
34256,0
36707,0
8,0
17829,0
12525,0
36108,0
22737,0
28600,0
19192,0
18495,0
7704,0
25557,0
35636,0
17855,0
12570,0
15173,0
41884,1
1650,0
768,0
28841,0
23603,0
6737,0
18905,0
29686,0
25826,0
42936,1
30151,0
5846,1
18642,0
36074,0
38766,0
8899,0
40932,0
2178,0
23985,0
15573,0
45149,1
